C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\282.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\790.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\992.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\84.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1095.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\777.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1192.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\488.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\846.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1163.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\972.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\193.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\901.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\145.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\699.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\314.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\903.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1363.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1340.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\228.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\535.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\160.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1034.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1061.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1186.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\645.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1190.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\817.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1036.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1142.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\11.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1150.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\568.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\403.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\37.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1199.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\873.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\360.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1159.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\405.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1171.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\892.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1032.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\192.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1326.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\827.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\857.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\498.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\453.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\30.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\165.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\207.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1304.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1029.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1160.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1105.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\670.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\799.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1065.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1180.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\72.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\134.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\679.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\954.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1020.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1243.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\924.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1281.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\618.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1122.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\116.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1008.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\277.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\344.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\767.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\81.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\671.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1299.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\786.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\867.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\509.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1334.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\266.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\838.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1257.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1209.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1084.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\387.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\233.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\433.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1118.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\854.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\621.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\216.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\602.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1379.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\52.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\872.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\664.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1331.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\797.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\860.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1310.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\589.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\923.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\321.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\966.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\235.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1035.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1021.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\852.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\711.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1254.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1048.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\343.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1285.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1194.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\458.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\198.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\180.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\293.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\871.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\184.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\969.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1091.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\593.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1301.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\483.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\997.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\443.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\595.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\551.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\861.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\182.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\326.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\65.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\333.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\782.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\174.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1037.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1077.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\587.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1305.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1188.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\440.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\487.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1148.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\874.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\651.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\291.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\789.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\476.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\431.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1050.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1115.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\253.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1269.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1100.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\367.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\452.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\234.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\707.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\430.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\518.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\400.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1093.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\721.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\610.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\208.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\34.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\915.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\189.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\759.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1181.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\941.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1042.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1344.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1016.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\286.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\724.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1099.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\594.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1090.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\582.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\955.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\23.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\542.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1232.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\144.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1074.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\606.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\558.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\528.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\169.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\538.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\780.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\448.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\467.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\611.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1374.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\832.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\783.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\108.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\127.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\147.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\926.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\371.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\132.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\190.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1223.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\361.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1313.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1111.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1276.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1284.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\362.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\908.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\96.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1308.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\560.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\82.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\529.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1208.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\744.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\411.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\1082.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1123.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\681.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\788.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\76.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\T62\754.jpeg,2
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\989.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\275.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\211.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZIL131\876.jpeg,3
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\486.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BTR_60\336.jpeg,1
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\BMP2(SN_9566)\202.jpeg,0
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1348.jpeg,4
C:\Users\19124\Desktop\study\pytorch_study\dataset\MSTAR\train\ZSU_23_4\1325.jpeg,4
